Year,Category,Nominee,Additional Info,Won?
2009,Scientific and Technical (Technical Achievement Award),"To HAYDEN LANDIS, KEN McGAUGH and HILMAR KOCH for advancing the technique of ambient occlusion rendering. Ambient occlusion has enabled a new level of realism in synthesized imagery and has become a standard tool for computer graphics lighting in motion pictures. [Digital Imaging Technology]",,YES
2009,Scientific and Technical (Technical Achievement Award),"To BJRN HEDN for the design and mechanical engineering of the silent, two-stage planetary friction drive Hedn Lens Motors. Solving a series of problems with one integrated mechanism, this device had an immediate and significant impact on the motion picture industry. [Photography]",,YES
2008,Actor -- Leading Role,Richard Jenkins,The Visitor {'Walter'},NO
2008,Actor -- Leading Role,Frank Langella,Frost/Nixon {'Richard Nixon'},NO
2008,Actor -- Leading Role,Sean Penn,Milk {'Harvey Milk'},YES
2008,Actor -- Leading Role,Brad Pitt,The Curious Case of Benjamin Button {'Benjamin Button'},NO
2008,Actor -- Leading Role,Mickey Rourke,The Wrestler {'Randy'},NO
2008,Actor -- Supporting Role,Josh Brolin,Milk {'Dan White'},NO
2008,Actor -- Supporting Role,Robert Downey Jr.,Tropic Thunder {'Kirk Lazarus'},NO
2008,Actor -- Supporting Role,Philip Seymour Hoffman,Doubt {'Father Brendan Flynn'},NO
2008,Actor -- Supporting Role,Heath Ledger,The Dark Knight {'Joker'},YES
2008,Actor -- Supporting Role,Michael Shannon,Revolutionary Road {'John Givings'},NO
2008,Actress -- Leading Role,Anne Hathaway,Rachel Getting Married {'Kym'},NO
2008,Actress -- Leading Role,Angelina Jolie,Changeling {'Christine Collins'},NO
2008,Actress -- Leading Role,Melissa Leo,Frozen River {'Ray Eddy'},NO
2008,Actress -- Leading Role,Meryl Streep,Doubt {'Sister Aloysius Beauvier'},NO
2008,Actress -- Leading Role,Kate Winslet,The Reader {'Hanna Schmitz'},YES
2008,Actress -- Supporting Role,Amy Adams,Doubt {'Sister James'},NO
2008,Actress -- Supporting Role,Penlope Cruz,Vicky Cristina Barcelona {'Maria Elena'},YES
2008,Actress -- Supporting Role,Viola Davis,Doubt {'Mrs. Miller'},NO
2008,Actress -- Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button {'Queenie'},NO
2008,Actress -- Supporting Role,Marisa Tomei,The Wrestler {'Cassidy'},NO
2008,Animated Feature Film,Bolt,Chris Williams and Byron Howard,NO
2008,Animated Feature Film,Kung Fu Panda,John Stevenson and Mark Osborne,NO
2008,Animated Feature Film,WALL-E,Andrew Stanton,YES
2008,Art Direction,Changeling,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,NO
2008,Art Direction,The Curious Case of Benjamin Button,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,YES
2008,Art Direction,The Dark Knight,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,NO
2008,Art Direction,The Duchess,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,NO
2008,Art Direction,Revolutionary Road,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,NO
2008,Cinematography,Changeling,Tom Stern,NO
2008,Cinematography,The Curious Case of Benjamin Button,Claudio Miranda,NO
2008,Cinematography,The Dark Knight,Wally Pfister,NO
2008,Cinematography,The Reader,Chris Menges and Roger Deakins,NO
2008,Cinematography,Slumdog Millionaire,Anthony Dod Mantle,YES
2008,Costume Design,Australia,Catherine Martin,NO
2008,Costume Design,The Curious Case of Benjamin Button,Jacqueline West,NO
2008,Costume Design,The Duchess,Michael O'Connor,YES
2008,Costume Design,Milk,Danny Glicker,NO
2008,Costume Design,Revolutionary Road,Albert Wolsky,NO
2008,Directing,The Curious Case of Benjamin Button,David Fincher,NO
2008,Directing,Frost/Nixon,Ron Howard,NO
2008,Directing,Milk,Gus Van Sant,NO
2008,Directing,The Reader,Stephen Daldry,NO
2008,Directing,Slumdog Millionaire,Danny Boyle,YES
2008,Documentary (Feature),The Betrayal (Nerakhoon),Ellen Kuras and Thavisouk Phrasavath,NO
2008,Documentary (Feature),Encounters at the End of the World,Werner Herzog and Henry Kaiser,NO
2008,Documentary (Feature),The Garden,Scott Hamilton Kennedy,NO
2008,Documentary (Feature),Man on Wire,James Marsh and Simon Chinn,YES
2008,Documentary (Feature),Trouble the Water,Tia Lessin and Carl Deal,NO
2008,Documentary (Short Subject),The Conscience of Nhem En,Steven Okazaki,NO
2008,Documentary (Short Subject),The Final Inch,Irene Taylor Brodsky and Tom Grant,NO
2008,Documentary (Short Subject),Smile Pinki,Megan Mylan,YES
2008,Documentary (Short Subject),The Witness - From the Balcony of Room 306,Adam Pertofsky and Margaret Hyde,NO
2008,Film Editing,The Curious Case of Benjamin Button,Kirk Baxter and Angus Wall,NO
2008,Film Editing,The Dark Knight,Lee Smith,NO
2008,Film Editing,Frost/Nixon,Mike Hill and Dan Hanley,NO
2008,Film Editing,Milk,Elliot Graham,NO
2008,Film Editing,Slumdog Millionaire,Chris Dickens,YES
2008,Foreign Language Film,The Baader Meinhof Complex,Germany,NO
2008,Foreign Language Film,The Class,France,NO
2008,Foreign Language Film,Departures,Japan,YES
2008,Foreign Language Film,Revanche,Austria,NO
2008,Foreign Language Film,Waltz with Bashir,Israel,NO
2008,Makeup,The Curious Case of Benjamin Button,Greg Cannom,YES
2008,Makeup,The Dark Knight,"John Caglione, Jr. and Conor O'Sullivan",NO
2008,Makeup,Hellboy II: The Golden Army,Mike Elizalde and Thom Floutz,NO
2008,Music (Scoring),The Curious Case of Benjamin Button,Alexandre Desplat,NO
2008,Music (Scoring),Defiance,James Newton Howard,NO
2008,Music (Scoring),Milk,Danny Elfman,NO
2008,Music (Scoring),Slumdog Millionaire,A.R. Rahman,YES
2008,Music (Scoring),WALL-E,Thomas Newman,NO
2008,Music (Song),WALL-E,Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,NO
2008,Music (Song),Slumdog Millionaire,Music by A.R. Rahman; Lyric by Gulzar,YES
2008,Music (Song),Slumdog Millionaire,Music and Lyric by A.R. Rahman and Maya Arulpragasam,NO
2008,Best Picture,The Curious Case of Benjamin Button,"Kathleen Kennedy, Frank Marshall and Cen Chaffin, Producers",NO
2008,Best Picture,Frost/Nixon,"Brian Grazer, Ron Howard and Eric Fellner, Producers",NO
2008,Best Picture,Milk,"Dan Jinks and Bruce Cohen, Producers",NO
2008,Best Picture,The Reader,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",NO
2008,Best Picture,Slumdog Millionaire,"Christian Colson, Producer",YES
2008,Short Film (Animated),La Maison en Petits Cubes,Kunio Kato,YES
2008,Short Film (Animated),Lavatory - Lovestory,Konstantin Bronzit,NO
2008,Short Film (Animated),Oktapodi,Emud Mokhberi and Thierry Marchand,NO
2008,Short Film (Animated),Presto,Doug Sweetland,NO
2008,Short Film (Animated),This Way Up,Alan Smith and Adam Foulkes,NO
2008,Short Film (Live Action),Auf der Strecke (On the Line),Reto Caffi,NO
2008,Short Film (Live Action),Manon on the Asphalt,Elizabeth Marre and Olivier Pont,NO
2008,Short Film (Live Action),New Boy,Steph Green and Tamara Anghie,NO
2008,Short Film (Live Action),The Pig,Tivi Magnusson and Dorte Hgh,NO
2008,Short Film (Live Action),Spielzeugland (Toyland),Jochen Alexander Freydank,YES
2008,Sound,The Curious Case of Benjamin Button,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",NO
2008,Sound,The Dark Knight,"Lora Hirschberg, Gary Rizzo and Ed Novick",NO
2008,Sound,Slumdog Millionaire,"Ian Tapp, Richard Pryke and Resul Pookutty",YES
2008,Sound,WALL-E,"Tom Myers, Michael Semanick and Ben Burtt",NO
2008,Sound,Wanted,"Chris Jenkins, Frank A. Montao and Petr Forejt",NO
2008,Sound Editing,The Dark Knight,Richard King,YES
2008,Sound Editing,Iron Man,Frank Eulner and Christopher Boyes,NO
2008,Sound Editing,Slumdog Millionaire,Glenn Freemantle and Tom Sayers,NO
2008,Sound Editing,WALL-E,Ben Burtt and Matthew Wood,NO
2008,Sound Editing,Wanted,Wylie Stateman,NO
2008,Visual Effects,The Curious Case of Benjamin Button,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",YES
2008,Visual Effects,The Dark Knight,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",NO
2008,Visual Effects,Iron Man,"John Nelson, Ben Snow, Dan Sudick and Shane Mahan",NO
2008,Writing,The Curious Case of Benjamin Button,Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,NO
2008,Writing,Doubt,Written by John Patrick Shanley,NO
2008,Writing,Frost/Nixon,Screenplay by Peter Morgan,NO
2008,Writing,The Reader,Screenplay by David Hare,NO
2008,Writing,Slumdog Millionaire,Screenplay by Simon Beaufoy,YES
2008,Writing,Frozen River,Written by Courtney Hunt,NO
2008,Writing,Happy-Go-Lucky,Written by Mike Leigh,NO
2008,Writing,In Bruges,Written by Martin McDonagh,NO
2008,Writing,Milk,Written by Dustin Lance Black,YES
2008,Writing,WALL-E,"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",NO
2008,Jean Hersholt Humanitarian Award,Jerry Lewis,,YES
2008,Scientific and Technical (Scientific and Engineering Award),"To ERWIN MELZNER for the overall concept including the optical and cooling systems, VOLKER SCHUMACHER for the optical design, and TIMO MLLER for the mechanical design, of the Arrimax 18/12 lighting fixture for use in motion picture production. With its choice of vari-focus and specular reflectors, the superior optical and mechanical design of this lighting fixture allows it to operate at 18,000 watts, producing unsurpassed light quality while its innovative cooling system keeps the housing safe to touch. [Lighting]",,YES
2008,Scientific and Technical (Scientific and Engineering Award),"To JACQUES DELACOUX for the concept and electronic design, and ALEXANDRE LEUCHTER for the software and electronic design, of the Transvideo video-assist monitors for the motion picture industry. Using color LCD screens, the Transvideo monitors provide flicker-free video assist bright enough for use in sunlight and have become a ubiquitous tool in both spherical and anamorphic cinematography. [Systems]",,YES
2008,Scientific and Technical (Scientific and Engineering Award),"To BRUNO COUMERT and JACQUES DEBIZE for the optical design, and DOMINIQUE CHERVIN and CHRISTOPHE REBOULET for the mechanical design, of the compact and lightweight Angenieux 15-40 and 28-76 zoom lenses for handheld motion picture photography. With focus and zoom functions that can be easily controlled by either the operator or focus puller while filming handheld, these lightweight zoom lenses demonstrate a very high degree of engineering, supporting both ease of use and quick interchange. [Lenses and Filters]",,YES
2008,Scientific and Technical (Technical Achievement Award),"To STEVE HYLN for the concept and his continued leadership in the further development of the Hyln Lens System for motion picture effects photography. When attached to a film or digital production camera, this versatile aerial image device can produce a wide variety of optical effects interactively, on set and in real time without post-production image manipulation. [Lenses and Filters]",,YES
2008,Scientific and Technical (Gordon E. Sawyer Award),Ed Catmull,,YES
2008,Scientific and Technical (Bonner Medal),To Mark Kimball in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES
2007,Actor -- Leading Role,George Clooney,Michael Clayton {'Michael Clayton'},NO
2007,Actor -- Leading Role,Daniel Day-Lewis,There Will Be Blood {'Daniel Plainview'},YES
2007,Actor -- Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street {'Sweeney Todd'},NO
2007,Actor -- Leading Role,Tommy Lee Jones,In the Valley of Elah {'Hank Deerfield'},NO
2007,Actor -- Leading Role,Viggo Mortensen,Eastern Promises {'Nikolai'},NO
2007,Actor -- Supporting Role,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford {'Robert Ford'},NO
2007,Actor -- Supporting Role,Javier Bardem,No Country for Old Men {'Anton Chigurh'},YES
2007,Actor -- Supporting Role,Philip Seymour Hoffman,Charlie Wilson's War {'Gust Avrakotos'},NO
2007,Actor -- Supporting Role,Hal Holbrook,Into the Wild {'Ron Franz'},NO
2007,Actor -- Supporting Role,Tom Wilkinson,Michael Clayton {'Arthur Edens'},NO
2007,Actress -- Leading Role,Cate Blanchett,Elizabeth: The Golden Age {'Queen Elizabeth I'},NO
2007,Actress -- Leading Role,Julie Christie,Away from Her {'Fiona'},NO
2007,Actress -- Leading Role,Marion Cotillard,La Vie en Rose {'Edith Piaf'},YES
2007,Actress -- Leading Role,Laura Linney,The Savages {'Wendy Savage'},NO
2007,Actress -- Leading Role,Ellen Page,Juno {'Juno MacGuff'},NO
2007,Actress -- Supporting Role,Cate Blanchett,I'm Not There {'Jude'},NO
2007,Actress -- Supporting Role,Ruby Dee,American Gangster {'Mama Lucas'},NO
2007,Actress -- Supporting Role,Saoirse Ronan,"Atonement {'Briony Tallis, aged 13'}",NO
2007,Actress -- Supporting Role,Amy Ryan,Gone Baby Gone {'Helene McCready'},NO
2007,Actress -- Supporting Role,Tilda Swinton,Michael Clayton {'Karen Crowder'},YES
2007,Animated Feature Film,Persepolis,Marjane Satrapi and Vincent Paronnaud,NO
2007,Animated Feature Film,Ratatouille,Brad Bird,YES
2007,Animated Feature Film,Surf's Up,Ash Brannon and Chris Buck,NO
2007,Art Direction,American Gangster,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,NO
2007,Art Direction,Atonement,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,NO
2007,Art Direction,The Golden Compass,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,NO
2007,Art Direction,Sweeney Todd The Demon Barber of Fleet Street,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,YES
2007,Art Direction,There Will Be Blood,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,NO
2007,Cinematography,The Assassination of Jesse James by the Coward Robert Ford,Roger Deakins,NO
2007,Cinematography,Atonement,Seamus McGarvey,NO
2007,Cinematography,The Diving Bell and the Butterfly,Janusz Kaminski,NO
2007,Cinematography,No Country for Old Men,Roger Deakins,NO
2007,Cinematography,There Will Be Blood,Robert Elswit,YES
2007,Costume Design,Across the Universe,Albert Wolsky,NO
2007,Costume Design,Atonement,Jacqueline Durran,NO
2007,Costume Design,Elizabeth: The Golden Age,Alexandra Byrne,YES
2007,Costume Design,La Vie en Rose,Marit Allen,NO
2007,Costume Design,Sweeney Todd The Demon Barber of Fleet Street,Colleen Atwood,NO
2007,Directing,The Diving Bell and the Butterfly,Julian Schnabel,NO
2007,Directing,Juno,Jason Reitman,NO
2007,Directing,Michael Clayton,Tony Gilroy,NO
2007,Directing,No Country for Old Men,Joel Coen and Ethan Coen,YES
